"Statistic Label","Month","Local Electoral Area","Age Group","UNIT","VALUE"
"Primary Course Completed","2022 November","Galway City East, Galway City","12 years and over","%","85.6"
"Primary Course Completed","2022 November","Listowel, Kerry","5 - 11 years","%","18.9"
"Primary Course Completed","2022 November","Listowel, Kerry","12 years and over","%","97.4"
"Primary Course Completed","2022 November","Castleisland, Kerry","5 - 11 years","%","19.4"
"Primary Course Completed","2022 November","Castleisland, Kerry","12 years and over","%","95.3"
"Primary Course Completed","2022 November","Killarney, Kerry","5 - 11 years","%","18"
"Primary Course Completed","2022 November","Killarney, Kerry","12 years and over","%","84.3"
"Primary Course Completed","2022 November","Kenmare, Kerry","5 - 11 years","%","17.1"
"Primary Course Completed","2022 November","Kenmare, Kerry","12 years and over","%","92.6"
"Primary Course Completed","2022 November","Corca Dhuibhne, Kerry","5 - 11 years","%","24.5"
"Primary Course Completed","2022 November","Corca Dhuibhne, Kerry","12 years and over","%","92.7"
"Primary Course Completed","2022 November","Tralee, Kerry","5 - 11 years","%","17.5"
"Primary Course Completed","2022 November","Tralee, Kerry","12 years and over","%","90.9"
"Primary Course Completed","2022 November","Maynooth, Kildare","5 - 11 years","%","26.6"
"Primary Course Completed","2022 November","Maynooth, Kildare","12 years and over","%","82.1"
"Primary Course Completed","2022 November","Celbridge, Kildare","5 - 11 years","%","25.3"
"Primary Course Completed","2022 November","Celbridge, Kildare","12 years and over","%","97.3"
"Primary Course Completed","2022 November","Naas, Kildare","5 - 11 years","%","25.3"
"Primary Course Completed","2022 November","Naas, Kildare","12 years and over","%","91.8"
"Primary Course Completed","2022 November","Athy, Kildare","5 - 11 years","%","21.1"
"Primary Course Completed","2022 November","Athy, Kildare","12 years and over","%","91.7"
"Primary Course Completed","2022 November","Kildare, Kildare","5 - 11 years","%","22.5"
"Primary Course Completed","2022 November","Kildare, Kildare","12 years and over","%","88.7"
"Primary Course Completed","2022 November","Clane, Kildare","5 - 11 years","%","25"
"Primary Course Completed","2022 November","Clane, Kildare","12 years and over","%","91.3"
"Primary Course Completed","2022 November","Leixlip, Kildare","5 - 11 years","%","23.3"
"Primary Course Completed","2022 November","Leixlip, Kildare","12 years and over","%","90.3"
"Primary Course Completed","2022 November","Newbridge, Kildare","5 - 11 years","%","23.1"
"Primary Course Completed","2022 November","Newbridge, Kildare","12 years and over","%","93.2"
"Primary Course Completed","2022 November","Castlecomer, Kilkenny","5 - 11 years","%","24.2"
"Primary Course Completed","2022 November","Castlecomer, Kilkenny","12 years and over","%","97.2"
"Primary Course Completed","2022 November","Kilkenny, Kilkenny","5 - 11 years","%","20.7"
"Primary Course Completed","2022 November","Kilkenny, Kilkenny","12 years and over","%","90.3"
"Primary Course Completed","2022 November","Piltown, Kilkenny","5 - 11 years","%","16.3"
"Primary Course Completed","2022 November","Piltown, Kilkenny","12 years and over","%","90.1"
"Primary Course Completed","2022 November","Callan-Thomastown, Kilkenny","5 - 11 years","%","25.2"
"Primary Course Completed","2022 November","Callan-Thomastown, Kilkenny","12 years and over","%","96.9"
"Primary Course Completed","2022 December","Borris-In-Ossory-Mountmellick, Laois","5 - 11 years","%","17.8"
"Primary Course Completed","2022 December","Borris-In-Ossory-Mountmellick, Laois","12 years and over","%","96.4"
"Primary Course Completed","2022 December","Portlaoise, Laois","5 - 11 years","%","16.8"
"Primary Course Completed","2022 December","Portlaoise, Laois","12 years and over","%","85.8"
"Primary Course Completed","2022 December","Graiguecullen -Portarlington, Laois","5 - 11 years","%","22.5"
"Primary Course Completed","2022 December","Graiguecullen -Portarlington, Laois","12 years and over","%","91.1"
"Primary Course Completed","2022 December","Carlow, Carlow","5 - 11 years","%","15.2"
"Primary Course Completed","2022 December","Carlow, Carlow","12 years and over","%","85.6"
"Primary Course Completed","2022 December","Tullow, Carlow","5 - 11 years","%","21.9"
"Primary Course Completed","2022 December","Tullow, Carlow","12 years and over","%","89.5"
"Primary Course Completed","2022 December","Muinebeag, Carlow","5 - 11 years","%","23.4"
"Primary Course Completed","2022 December","Muinebeag, Carlow","12 years and over","%","95.9"
"Primary Course Completed","2022 December","Manorhamilton, Leitrim","5 - 11 years","%","12.5"
"Primary Course Completed","2022 December","Manorhamilton, Leitrim","12 years and over","%","90.5"
"Primary Course Completed","2022 December","Ballinamore, Leitrim","5 - 11 years","%","8.4"
"Primary Course Completed","2022 December","Ballinamore, Leitrim","12 years and over","%","90.6"
"Primary Course Completed","2022 December","Carrick-On-Shannon, Leitrim","5 - 11 years","%","23"
"Primary Course Completed","2022 December","Carrick-On-Shannon, Leitrim","12 years and over","%","85.6"
"Primary Course Completed","2022 December","Newcastle West, Limerick","5 - 11 years","%","17.7"
"Primary Course Completed","2022 December","Newcastle West, Limerick","12 years and over","%","93.4"
"Primary Course Completed","2022 December","Adare-Rathkeale, Limerick","5 - 11 years","%","24.9"
"Primary Course Completed","2022 December","Adare-Rathkeale, Limerick","12 years and over","%","97.3"
"Primary Course Completed","2022 December","Cappamore-Kilmallock, Limerick","5 - 11 years","%","25.8"
"Primary Course Completed","2022 December","Cappamore-Kilmallock, Limerick","12 years and over","%","95.4"
"Primary Course Completed","2022 December","Limerick City West, Limerick","5 - 11 years","%","23.5"
"Primary Course Completed","2022 December","Limerick City West, Limerick","12 years and over","%","89.7"
"Primary Course Completed","2022 December","Limerick City North, Limerick","5 - 11 years","%","16.5"
"Primary Course Completed","2022 December","Limerick City North, Limerick","12 years and over","%","91.7"
"Primary Course Completed","2022 December","Limerick City East, Limerick","5 - 11 years","%","23.3"
"Primary Course Completed","2022 December","Limerick City East, Limerick","12 years and over","%","90"
"Primary Course Completed","2022 December","Granard, Longford","5 - 11 years","%","11.3"
"Primary Course Completed","2022 December","Granard, Longford","12 years and over","%","92.5"
"Primary Course Completed","2022 December","Ballymahon, Longford","5 - 11 years","%","12"
"Primary Course Completed","2022 December","Ballymahon, Longford","12 years and over","%","76.1"
"Primary Course Completed","2022 December","Longford, Longford","5 - 11 years","%","7.6"
"Primary Course Completed","2022 December","Longford, Longford","12 years and over","%","82.7"
"Primary Course Completed","2022 December","Dundalk-Carlingford, Louth","5 - 11 years","%","18"
"Primary Course Completed","2022 December","Dundalk-Carlingford, Louth","12 years and over","%","85"
"Primary Course Completed","2022 December","Dundalk South, Louth","5 - 11 years","%","16.6"
"Primary Course Completed","2022 December","Dundalk South, Louth","12 years and over","%","85.5"
"Primary Course Completed","2022 December","Ardee, Louth","5 - 11 years","%","19.1"
"Primary Course Completed","2022 December","Ardee, Louth","12 years and over","%","91.4"
"Primary Course Completed","2022 December","Drogheda Rural, Louth","5 - 11 years","%","20.6"
"Primary Course Completed","2022 December","Drogheda Rural, Louth","12 years and over","%","86.2"
"Primary Course Completed","2022 December","Drogheda Urban, Louth","5 - 11 years","%","14.7"
"Primary Course Completed","2022 December","Drogheda Urban, Louth","12 years and over","%","90"
"Primary Course Completed","2022 December","Ballina, Mayo","5 - 11 years","%","13.2"
"Primary Course Completed","2022 December","Ballina, Mayo","12 years and over","%","92.6"
"Primary Course Completed","2022 December","Claremorris, Mayo","5 - 11 years","%","13.9"
"Primary Course Completed","2022 December","Claremorris, Mayo","12 years and over","%","89"
"Primary Course Completed","2022 December","Castlebar, Mayo","5 - 11 years","%","15.2"
"Primary Course Completed","2022 December","Castlebar, Mayo","12 years and over","%","91.9"
"Primary Course Completed","2022 December","Belmullet, Mayo","5 - 11 years","%","5.7"
"Primary Course Completed","2022 December","Belmullet, Mayo","12 years and over","%","98.1"
"Primary Course Completed","2022 December","Westport, Mayo","5 - 11 years","%","13.6"
"Primary Course Completed","2022 December","Westport, Mayo","12 years and over","%","88.5"
"Primary Course Completed","2022 December","Swinford, Mayo","5 - 11 years","%","13.1"
"Primary Course Completed","2022 December","Swinford, Mayo","12 years and over","%","95.9"
"Primary Course Completed","2022 December","Kells, Meath","5 - 11 years","%","16.2"
"Primary Course Completed","2022 December","Kells, Meath","12 years and over","%","92.4"
"Primary Course Completed","2022 December","Laytown-Bettystown, Meath","5 - 11 years","%","20.8"
"Primary Course Completed","2022 December","Laytown-Bettystown, Meath","12 years and over","%","84.4"
"Primary Course Completed","2022 December","Ashbourne, Meath","5 - 11 years","%","21.6"
"Primary Course Completed","2022 December","Ashbourne, Meath","12 years and over","%","88.3"
"Primary Course Completed","2022 December","Ratoath, Meath","5 - 11 years","%","24"
"Primary Course Completed","2022 December","Ratoath, Meath","12 years and over","%","90.9"
"Primary Course Completed","2022 December","Trim, Meath","5 - 11 years","%","23.2"
"Primary Course Completed","2022 December","Trim, Meath","12 years and over","%","91.4"
"Primary Course Completed","2022 December","Navan, Meath","5 - 11 years","%","14.6"
"Primary Course Completed","2022 December","Navan, Meath","12 years and over","%","84.9"
"Primary Course Completed","2022 December","Monaghan, Monaghan","5 - 11 years","%","6.7"
"Primary Course Completed","2022 December","Monaghan, Monaghan","12 years and over","%","81.8"
"Primary Course Completed","2022 December","Carrickmacross-Castleblayney, Monaghan","5 - 11 years","%","13"
"Primary Course Completed","2022 December","Carrickmacross-Castleblayney, Monaghan","12 years and over","%","89"
"Primary Course Completed","2022 December","Ballybay-Clones, Monaghan","5 - 11 years","%","10.5"
"Primary Course Completed","2022 December","Ballybay-Clones, Monaghan","12 years and over","%","87.3"
"Primary Course Completed","2022 December","Birr, Offaly","5 - 11 years","%","16.7"
"Primary Course Completed","2022 December","Birr, Offaly","12 years and over","%","94.5"
"Primary Course Completed","2022 December","Tullamore, Offaly","5 - 11 years","%","18.8"
"Primary Course Completed","2022 December","Tullamore, Offaly","12 years and over","%","92.7"
"Primary Course Completed","2022 December","Edenderry, Offaly","5 - 11 years","%","18.4"
"Primary Course Completed","2022 December","Edenderry, Offaly","12 years and over","%","92.4"
"Primary Course Completed","2022 December","Boyle, Roscommon","5 - 11 years","%","13.6"
"Primary Course Completed","2022 December","Boyle, Roscommon","12 years and over","%","89.2"
"Primary Course Completed","2022 December","Roscommon, Roscommon","5 - 11 years","%","16.1"
"Primary Course Completed","2022 December","Roscommon, Roscommon","12 years and over","%","91.2"
"Primary Course Completed","2022 December","Athlone, Roscommon","5 - 11 years","%","19.1"
"Primary Course Completed","2022 December","Athlone, Roscommon","12 years and over","%","90.2"
"Primary Course Completed","2022 December","Ballymote-Tobercurry, Sligo","5 - 11 years","%","17.7"
"Primary Course Completed","2022 December","Ballymote-Tobercurry, Sligo","12 years and over","%","93.1"
"Primary Course Completed","2022 December","Sligo-Drumcliff, Sligo","5 - 11 years","%","21.4"
"Primary Course Completed","2022 December","Sligo-Drumcliff, Sligo","12 years and over","%","94.6"
"Primary Course Completed","2022 December","Sligo-Strandhill, Sligo","5 - 11 years","%","14.5"
"Primary Course Completed","2022 December","Sligo-Strandhill, Sligo","12 years and over","%","88.6"
"Primary Course Completed","2022 December","Cavan-Belturbet, Cavan","5 - 11 years","%","13.9"
"Primary Course Completed","2022 December","Cavan-Belturbet, Cavan","12 years and over","%","83.1"
"Primary Course Completed","2022 December","Bailieborough-Cootehill, Cavan","5 - 11 years","%","13.8"
"Primary Course Completed","2022 December","Bailieborough-Cootehill, Cavan","12 years and over","%","89.6"
"Primary Course Completed","2022 December","Ballyjamesduff, Cavan","5 - 11 years","%","13.8"
"Primary Course Completed","2022 December","Ballyjamesduff, Cavan","12 years and over","%","88.6"
"Primary Course Completed","2022 December","Nenagh, Tipperary","5 - 11 years","%","19.9"
"Primary Course Completed","2022 December","Nenagh, Tipperary","12 years and over","%","90.6"
"Primary Course Completed","2022 December","Roscrea-Templemore, Tipperary","5 - 11 years","%","18.3"
"Primary Course Completed","2022 December","Roscrea-Templemore, Tipperary","12 years and over","%","94.3"
"Primary Course Completed","2022 December","Carrick-On-Suir, Tipperary","5 - 11 years","%","11"
"Primary Course Completed","2022 December","Carrick-On-Suir, Tipperary","12 years and over","%","95.5"
"Primary Course Completed","2022 December","Clonmel, Tipperary","5 - 11 years","%","15.2"
"Primary Course Completed","2022 December","Clonmel, Tipperary","12 years and over","%","94.5"
"Primary Course Completed","2022 December","Cashel-Tipperary, Tipperary","5 - 11 years","%","17.8"
"Primary Course Completed","2022 December","Cashel-Tipperary, Tipperary","12 years and over","%","91.3"
"Primary Course Completed","2022 December","Newport, Tipperary","5 - 11 years","%","28.7"
"Primary Course Completed","2022 December","Newport, Tipperary","12 years and over","%","94.4"
"Primary Course Completed","2022 December","Thurles, Tipperary","5 - 11 years","%","17.2"
"Primary Course Completed","2022 December","Thurles, Tipperary","12 years and over","%","93.4"
"Primary Course Completed","2022 December","Cahir, Tipperary","5 - 11 years","%","16.3"
"Primary Course Completed","2022 December","Cahir, Tipperary","12 years and over","%","88.9"
"Primary Course Completed","2022 December","Dungarvan, Waterford","5 - 11 years","%","16"
"Primary Course Completed","2022 December","Dungarvan, Waterford","12 years and over","%","91.2"
"Primary Course Completed","2022 December","Portlaw-Kilmacthomas, Waterford","5 - 11 years","%","19.8"
"Primary Course Completed","2022 December","Portlaw-Kilmacthomas, Waterford","12 years and over","%","93.8"
"Primary Course Completed","2022 December","Lismore, Waterford","5 - 11 years","%","19.2"
"Primary Course Completed","2022 December","Lismore, Waterford","12 years and over","%","94.5"
"Primary Course Completed","2022 December","Tramore-Waterford City West, Waterford","5 - 11 years","%","15.7"
"Primary Course Completed","2022 December","Tramore-Waterford City West, Waterford","12 years and over","%","90.7"
"Primary Course Completed","2022 December","Waterford City South, Waterford","5 - 11 years","%","11.9"
"Primary Course Completed","2022 December","Waterford City South, Waterford","12 years and over","%","85.1"
"Primary Course Completed","2022 December","Waterford City East, Waterford","5 - 11 years","%","24.9"
"Primary Course Completed","2022 December","Waterford City East, Waterford","12 years and over","%","93.4"
"Primary Course Completed","2022 December","Athlone, Westmeath","5 - 11 years","%","16.5"
"Primary Course Completed","2022 December","Athlone, Westmeath","12 years and over","%","93.2"
"Primary Course Completed","2022 December","Moate, Westmeath","5 - 11 years","%","17.6"
"Primary Course Completed","2022 December","Moate, Westmeath","12 years and over","%","92.8"
"Primary Course Completed","2022 December","Kinnegad, Westmeath","5 - 11 years","%","16.1"
"Primary Course Completed","2022 December","Kinnegad, Westmeath","12 years and over","%","92.3"
"Primary Course Completed","2022 December","Mullingar, Westmeath","5 - 11 years","%","15.8"
"Primary Course Completed","2022 December","Mullingar, Westmeath","12 years and over","%","86"
"Primary Course Completed","2022 December","Gorey, Wexford","5 - 11 years","%","20.3"
"Primary Course Completed","2022 December","Gorey, Wexford","12 years and over","%","87.5"
"Primary Course Completed","2022 December","Kilmuckridge, Wexford","5 - 11 years","%","24.6"
"Primary Course Completed","2022 December","Kilmuckridge, Wexford","12 years and over","%","94.5"
"Primary Course Completed","2022 December","New Ross, Wexford","5 - 11 years","%","17.8"
"Primary Course Completed","2022 December","New Ross, Wexford","12 years and over","%","90.1"
"Primary Course Completed","2022 December","Rosslare, Wexford","5 - 11 years","%","19.4"
"Primary Course Completed","2022 December","Rosslare, Wexford","12 years and over","%","95.4"
"Primary Course Completed","2022 December","Wexford, Wexford","5 - 11 years","%","19.5"
"Primary Course Completed","2022 December","Wexford, Wexford","12 years and over","%","92.5"
"Primary Course Completed","2022 December","Enniscorthy, Wexford","5 - 11 years","%","19.3"
"Primary Course Completed","2022 December","Enniscorthy, Wexford","12 years and over","%","91.5"
"Primary Course Completed","2022 December","Baltinglass, Wicklow","5 - 11 years","%","17.5"
"Primary Course Completed","2022 December","Baltinglass, Wicklow","12 years and over","%","91.9"
"Primary Course Completed","2022 December","Bray West, Wicklow","5 - 11 years","%","27.5"
"Primary Course Completed","2022 December","Bray West, Wicklow","12 years and over","%","95.1"
"Primary Course Completed","2022 December","Greystones, Wicklow","5 - 11 years","%","37.9"
"Primary Course Completed","2022 December","Greystones, Wicklow","12 years and over","%","92.9"
"Primary Course Completed","2022 December","Wicklow, Wicklow","5 - 11 years","%","24.4"
"Primary Course Completed","2022 December","Wicklow, Wicklow","12 years and over","%","91.3"
"Primary Course Completed","2022 December","Arklow, Wicklow","5 - 11 years","%","18.6"
"Primary Course Completed","2022 December","Arklow, Wicklow","12 years and over","%","92"
"Primary Course Completed","2022 December","Bray East, Wicklow","5 - 11 years","%","25.5"
"Primary Course Completed","2022 December","Bray East, Wicklow","12 years and over","%","96.9"
"Primary Course Completed","2022 December","Rush-Lusk, Fingal","5 - 11 years","%","23.5"
"Primary Course Completed","2022 December","Rush-Lusk, Fingal","12 years and over","%","87.6"
"Primary Course Completed","2022 December","Swords, Fingal","5 - 11 years","%","20.8"
"Primary Course Completed","2022 December","Swords, Fingal","12 years and over","%","85.4"
"Primary Course Completed","2022 December","Blanchardstown-Mulhuddart, Fingal","5 - 11 years","%","16.4"
"Primary Course Completed","2022 December","Blanchardstown-Mulhuddart, Fingal","12 years and over","%","69.2"
"Primary Course Completed","2022 December","Castleknock, Fingal","5 - 11 years","%","25.5"
"Primary Course Completed","2022 December","Castleknock, Fingal","12 years and over","%","88.9"
"Primary Course Completed","2022 December","Howth-Malahide, Fingal","5 - 11 years","%","30.7"
"Primary Course Completed","2022 December","Howth-Malahide, Fingal","12 years and over","%","93.3"
"Primary Course Completed","2022 December","Stillorgan, Dún Laoghaire-Rathdown","5 - 11 years","%","55.1"
"Primary Course Completed","2022 December","Stillorgan, Dún Laoghaire-Rathdown","12 years and over","%","89.8"
"Primary Course Completed","2022 December","Dundrum, Dún Laoghaire-Rathdown","5 - 11 years","%","17"
"Primary Course Completed","2022 December","Dundrum, Dún Laoghaire-Rathdown","12 years and over","%","98"
"Primary Course Completed","2022 December","Glencullen-Sandyford, Dún Laoghaire-Rathdown","5 - 11 years","%","46.7"
"Primary Course Completed","2022 December","Glencullen-Sandyford, Dún Laoghaire-Rathdown","12 years and over","%","88.2"
"Primary Course Completed","2022 December","Killiney-Shankill, Dún Laoghaire-Rathdown","5 - 11 years","%","37.7"
"Primary Course Completed","2022 December","Killiney-Shankill, Dún Laoghaire-Rathdown","12 years and over","%","96.8"
"Primary Course Completed","2022 December","Dún Laoghaire, Dún Laoghaire-Rathdown","5 - 11 years","%","23"
"Primary Course Completed","2022 December","Dún Laoghaire, Dún Laoghaire-Rathdown","12 years and over","%","96"
"Primary Course Completed","2022 December","Blackrock, Dún Laoghaire-Rathdown","5 - 11 years","%","47.3"
"Primary Course Completed","2022 December","Blackrock, Dún Laoghaire-Rathdown","12 years and over","%","97.7"
"Primary Course Completed","2022 December","Lucan, South Dublin","5 - 11 years","%","28.1"
"Primary Course Completed","2022 December","Lucan, South Dublin","12 years and over","%","84.7"
"Primary Course Completed","2022 December","Tallaght Central, South Dublin","5 - 11 years","%","14.1"
"Primary Course Completed","2022 December","Tallaght Central, South Dublin","12 years and over","%","88.3"
"Primary Course Completed","2022 December","Rathfarnham-Templeogue, South Dublin","5 - 11 years","%","38.4"
"Primary Course Completed","2022 December","Rathfarnham-Templeogue, South Dublin","12 years and over","%","98.3"
"Primary Course Completed","2022 December","Firhouse-Bohernabreena, South Dublin","5 - 11 years","%","30.3"
"Primary Course Completed","2022 December","Firhouse-Bohernabreena, South Dublin","12 years and over","%","92.6"
"Primary Course Completed","2022 December","Tallaght South, South Dublin","5 - 11 years","%","14.5"
"Primary Course Completed","2022 December","Tallaght South, South Dublin","12 years and over","%","75.3"
"Primary Course Completed","2022 December","Clondalkin, South Dublin","5 - 11 years","%","16.7"
"Primary Course Completed","2022 December","Clondalkin, South Dublin","12 years and over","%","80"
"Primary Course Completed","2022 December","Balbriggan, Fingal","5 - 11 years","%","22"
"Primary Course Completed","2022 December","Balbriggan, Fingal","12 years and over","%","85.4"
"Primary Course Completed","2022 December","Ongar, Fingal","5 - 11 years","%","21"
"Primary Course Completed","2022 December","Ongar, Fingal","12 years and over","%","77.3"
"Primary Course Completed","2022 December","Palmerstown-Fonthill, South Dublin","5 - 11 years","%","13.8"
"Primary Course Completed","2022 December","Palmerstown-Fonthill, South Dublin","12 years and over","%","82.7"
"Primary Course Completed","2022 December","Ballymun-Finglas, Dublin City","5 - 11 years","%","15.9"
"Primary Course Completed","2022 December","Ballymun-Finglas, Dublin City","12 years and over","%","83"
"Primary Course Completed","2022 December","Cabra-Glasnevin, Dublin City","5 - 11 years","%","23.3"
"Primary Course Completed","2022 December","Cabra-Glasnevin, Dublin City","12 years and over","%","89.8"
"Primary Course Completed","2022 December","Ballyfermot-Drimnagh, Dublin City","5 - 11 years","%","13.1"
"Primary Course Completed","2022 December","Ballyfermot-Drimnagh, Dublin City","12 years and over","%","84.2"
"Primary Course Completed","2022 December","Kimmage-Rathmines, Dublin City","5 - 11 years","%","29.9"
"Primary Course Completed","2022 December","Kimmage-Rathmines, Dublin City","12 years and over","%","92.6"
"Primary Course Completed","2022 December","Pembroke, Dublin City","5 - 11 years","%","37.7"
"Primary Course Completed","2022 December","Pembroke, Dublin City","12 years and over","%","90.4"
"Primary Course Completed","2022 December","South East Inner City, Dublin City","5 - 11 years","%","11.5"
"Primary Course Completed","2022 December","South East Inner City, Dublin City","12 years and over","%","75.3"
"Primary Course Completed","2022 December","North Inner City, Dublin City","5 - 11 years","%","8"
"Primary Course Completed","2022 December","North Inner City, Dublin City","12 years and over","%","74.8"
"Primary Course Completed","2022 December","Clontarf, Dublin City","5 - 11 years","%","40.1"
"Primary Course Completed","2022 December","Clontarf, Dublin City","12 years and over","%","94.1"
"Primary Course Completed","2022 December","Donaghmede, Dublin City","5 - 11 years","%","28"
"Primary Course Completed","2022 December","Donaghmede, Dublin City","12 years and over","%","87.1"
"Primary Course Completed","2022 December","Artane-Whitehall, Dublin City","5 - 11 years","%","19.7"
"Primary Course Completed","2022 December","Artane-Whitehall, Dublin City","12 years and over","%","88.9"
"Primary Course Completed","2022 December","South West Inner City, Dublin City","5 - 11 years","%","11.8"
"Primary Course Completed","2022 December","South West Inner City, Dublin City","12 years and over","%","75.1"
"Primary Course Completed","2022 December","Ennistimon, Clare","5 - 11 years","%","12.8"
"Primary Course Completed","2022 December","Ennistimon, Clare","12 years and over","%","90.3"
"Primary Course Completed","2022 December","Killaloe, Clare","5 - 11 years","%","21.4"
"Primary Course Completed","2022 December","Killaloe, Clare","12 years and over","%","91"
"Primary Course Completed","2022 December","Shannon, Clare","5 - 11 years","%","20.8"
"Primary Course Completed","2022 December","Shannon, Clare","12 years and over","%","90"
"Primary Course Completed","2022 December","Ennis, Clare","5 - 11 years","%","20.5"
"Primary Course Completed","2022 December","Ennis, Clare","12 years and over","%","91.1"
"Primary Course Completed","2022 December","Kilrush, Clare","5 - 11 years","%","13.3"
"Primary Course Completed","2022 December","Kilrush, Clare","12 years and over","%","95.5"
"Primary Course Completed","2022 December","Kanturk, Cork County","5 - 11 years","%","18.2"
"Primary Course Completed","2022 December","Kanturk, Cork County","12 years and over","%","94.9"
"Primary Course Completed","2022 December","Fermoy, Cork County","5 - 11 years","%","23.5"
"Primary Course Completed","2022 December","Fermoy, Cork County","12 years and over","%","92"
"Primary Course Completed","2022 December","Midleton, Cork County","5 - 11 years","%","24.2"
"Primary Course Completed","2022 December","Midleton, Cork County","12 years and over","%","88.9"
"Primary Course Completed","2022 December","Carrigaline, Cork County","5 - 11 years","%","33.4"
"Primary Course Completed","2022 December","Carrigaline, Cork County","12 years and over","%","94.4"
"Primary Course Completed","2022 December","Cobh, Cork County","5 - 11 years","%","30"
"Primary Course Completed","2022 December","Cobh, Cork County","12 years and over","%","93.1"
"Primary Course Completed","2022 December","Bandon-Kinsale, Cork County","5 - 11 years","%","29.2"
"Primary Course Completed","2022 December","Bandon-Kinsale, Cork County","12 years and over","%","91.3"
"Primary Course Completed","2022 December","Bantry-West Cork, Cork County","5 - 11 years","%","13.3"
"Primary Course Completed","2022 December","Bantry-West Cork, Cork County","12 years and over","%","93.8"
"Primary Course Completed","2022 December","Skibbereen-West Cork, Cork County","5 - 11 years","%","21.6"
"Primary Course Completed","2022 December","Skibbereen-West Cork, Cork County","12 years and over","%","90.8"
"Primary Course Completed","2022 December","Macroom, Cork County","5 - 11 years","%","30.5"
"Primary Course Completed","2022 December","Macroom, Cork County","12 years and over","%","93.8"
"Primary Course Completed","2022 December","Mallow, Cork County","5 - 11 years","%","23.4"
"Primary Course Completed","2022 December","Mallow, Cork County","12 years and over","%","92.3"
"Primary Course Completed","2022 December","Cork City North West, Cork City","5 - 11 years","%","15.1"
"Primary Course Completed","2022 December","Cork City North West, Cork City","12 years and over","%","94.4"
"Primary Course Completed","2022 December","Cork City North East, Cork City","5 - 11 years","%","17.4"
"Primary Course Completed","2022 December","Cork City North East, Cork City","12 years and over","%","92.2"
"Primary Course Completed","2022 December","Cork City South East, Cork City","5 - 11 years","%","28.9"
"Primary Course Completed","2022 December","Cork City South East, Cork City","12 years and over","%","96.4"
"Primary Course Completed","2022 December","Cork City South Central, Cork City","5 - 11 years","%","14.7"
"Primary Course Completed","2022 December","Cork City South Central, Cork City","12 years and over","%","91.7"
"Primary Course Completed","2022 December","Cork City South West, Cork City","5 - 11 years","%","24.4"
"Primary Course Completed","2022 December","Cork City South West, Cork City","12 years and over","%","88.5"
"Primary Course Completed","2022 December","Glenties, Donegal","5 - 11 years","%","8.8"
"Primary Course Completed","2022 December","Glenties, Donegal","12 years and over","%","94.1"
"Primary Course Completed","2022 December","Milford, Donegal","5 - 11 years","%","8.6"
"Primary Course Completed","2022 December","Milford, Donegal","12 years and over","%","89.5"
"Primary Course Completed","2022 December","Carndonagh, Donegal","5 - 11 years","%","4.2"
"Primary Course Completed","2022 December","Carndonagh, Donegal","12 years and over","%","74.5"
"Primary Course Completed","2022 December","Buncrana, Donegal","5 - 11 years","%","4.1"
"Primary Course Completed","2022 December","Buncrana, Donegal","12 years and over","%","64.4"
"Primary Course Completed","2022 December","Donegal, Donegal","5 - 11 years","%","9.1"
"Primary Course Completed","2022 December","Donegal, Donegal","12 years and over","%","91.3"
"Primary Course Completed","2022 December","Letterkenny, Donegal","5 - 11 years","%","14.6"
"Primary Course Completed","2022 December","Letterkenny, Donegal","12 years and over","%","86.1"
"Primary Course Completed","2022 December","Lifford-Stranorlar, Donegal","5 - 11 years","%","6.2"
"Primary Course Completed","2022 December","Lifford-Stranorlar, Donegal","12 years and over","%","83.8"
"Primary Course Completed","2022 December","Conamara North, Galway County","5 - 11 years","%","15.7"
"Primary Course Completed","2022 December","Conamara North, Galway County","12 years and over","%","93.1"
"Primary Course Completed","2022 December","Tuam, Galway County","5 - 11 years","%","18.9"
"Primary Course Completed","2022 December","Tuam, Galway County","12 years and over","%","92.5"
"Primary Course Completed","2022 December","Ballinasloe, Galway County","5 - 11 years","%","14.7"
"Primary Course Completed","2022 December","Ballinasloe, Galway County","12 years and over","%","92.6"
"Primary Course Completed","2022 December","Loughrea, Galway County","5 - 11 years","%","18"
"Primary Course Completed","2022 December","Loughrea, Galway County","12 years and over","%","90.1"
"Primary Course Completed","2022 December","Athenry-Oranmore, Galway County","5 - 11 years","%","21.4"
"Primary Course Completed","2022 December","Athenry-Oranmore, Galway County","12 years and over","%","91.8"
"Primary Course Completed","2022 December","Gort-Kinvara, Galway County","5 - 11 years","%","23.8"
"Primary Course Completed","2022 December","Gort-Kinvara, Galway County","12 years and over","%","93.3"
"Primary Course Completed","2022 December","Conamara South, Galway County","5 - 11 years","%","27.4"
"Primary Course Completed","2022 December","Conamara South, Galway County","12 years and over","%","93.3"
"Primary Course Completed","2022 December","Galway City West, Galway City","5 - 11 years","%","25.8"
"Primary Course Completed","2022 December","Galway City West, Galway City","12 years and over","%","93.3"
"Primary Course Completed","2022 December","Galway City Central, Galway City","5 - 11 years","%","9.4"
"Primary Course Completed","2022 December","Galway City Central, Galway City","12 years and over","%","87.1"
"Primary Course Completed","2022 December","Galway City East, Galway City","5 - 11 years","%","12"
"Primary Course Completed","2022 December","Galway City East, Galway City","12 years and over","%","85.6"
